albumID,similarity
MW0002409657,"[(0.03333333333333333, 'MW0001762194'), (0.012865045670912132, 'MW0002243836'), (0.0009088265231932529, 'MW0002185180'), (0.0009088265231932529, 'MW0001967647'), (0.0008581333882538701, 'MW0002524684'), (0.0007281783163060971, 'MW0002447720'), (0.0006835830690145468, 'MW0002570333'), (0.000633986762356402, 'MW0002467147'), (0.0006207324643078834, 'MW0002102148'), (0.000611545988258317, 'MW0002448132')]"
MW0002556419,"[(0.0053160384881186535, 'MW0002555186'), (0.0007871350645057185, 'MW0002348295'), (0.0007619802342327242, 'MW0002527254'), (0.0007619802342327242, 'MW0002498911'), (0.0007619802342327242, 'MW0002413337'), (0.0007513768981658889, 'MW0002382249'), (0.0007477362285680106, 'MW0002034255'), (0.0007477362285680106, 'MW0002022330'), (0.0007477362285680106, 'MW0001974960'), (0.0007449510939606816, 'MW0001695064')]"
MW0002544994,"[(0.0020255626000121535, 'MW0002104668'), (0.0019000931045621238, 'MW0002590120'), (0.0017570369329163295, 'MW0002401622'), (0.0017043033659991478, 'MW0002563622'), (0.0017043033659991478, 'MW0002055042'), (0.0016981676770764344, 'MW0002110738'), (0.00168449423060726, 'MW0002295212'), (0.0016490765171503958, 'MW0002544167'), (0.0016181229773462784, 'MW0002123313'), (0.0016142050040355124, 'MW0002491083')]"
MW0002072748,"[(1.0, 'MW0002401171'), (0.0036145449287934644, 'MW0002061341'), (0.0035355678121906375, 'MW0002628656'), (0.0035355678121906375, 'MW0002088324'), (0.00340901343151292, 'MW0002123313'), (0.003342804613070366, 'MW0002477132'), (0.003293916136895154, 'MW0002590120'), (0.0032597711640642824, 'MW0002387701'), (0.003248440748440748, 'MW0001610447'), (0.0031808639226413894, 'MW0002544167')]"
MW0002554625,"[(0.037037037037037035, 'MW0002103142'), (0.004104247896572953, 'MW0002472642'), (0.0013148552344386883, 'MW0002336594'), (0.0012850827593297008, 'MW0002448132'), (0.0012649261283141063, 'MW0002102148'), (0.0012412337863836654, 'MW0002278411'), (0.0012347355813752483, 'MW0002344537'), (0.001224874756556142, 'MW0002282345'), (0.001224035154289631, 'MW0002355523'), (0.0012187096302434981, 'MW0000806401')]"
MW0002060645,"[(0.0006580549212637288, 'MW0001782286'), (0.0006130005149204326, 'MW0001934859'), (0.0005831685882071648, 'MW0002034251'), (0.0005588215571003868, 'MW0002055680'), (0.0005471746636243755, 'MW0000822690'), (0.0005384246770798, 'MW0001960596'), (0.0005342422574940832, 'MW0000586453'), (0.0005278549032441963, 'MW0001737803'), (0.0005256241787122208, 'MW0002067480'), (0.0005211346142822153, 'MW0002359461')]"
MW0002413681,"[(0.0007183908045977011, 'MW0002066164'), (0.0007161938593538499, 'MW0002033205'), (0.0006705918643795014, 'MW0001760872'), (0.0006336372680095553, 'MW0000819364'), (0.0006151536961509832, 'MW0002406704'), (0.0006120924994185121, 'MW0002605243'), (0.0006030635628995297, 'MW0001368971'), (0.0005986124164187414, 'MW0000833034'), (0.0005976571838393498, 'MW0002431606'), (0.0005948344575704582, 'MW0002581468')]"
MW0000812729,"[(0.0007127278947443445, 'MW0002020915'), (0.0007102424057330767, 'MW0002628656'), (0.0007102424057330767, 'MW0002088324'), (0.0007062296517581587, 'MW0001666091'), (0.0007054325359594235, 'MW0002562501'), (0.0007054325359594235, 'MW0002346806'), (0.0007013458827489952, 'MW0000826008'), (0.0007010017314742767, 'MW0000826859'), (0.0007000301012943555, 'MW0002190231'), (0.0006985923364420692, 'MW0002052709')]"
MW0000823230,"[(0.5, 'MW0002228356'), (0.038461538461538464, 'MW0002123197'), (0.0008822309857166804, 'MW0002485837'), (0.0008822309857166804, 'MW0002294097'), (0.0008606963033093774, 'MW0002590120'), (0.0008360924383799871, 'MW0002503286'), (0.0008360924383799871, 'MW0002456525'), (0.0008360924383799871, 'MW0002413767'), (0.0008325285557294616, 'MW0002490285'), (0.000824959989440512, 'MW0002190231')]"
MW0001336349,"[(0.0008230520415805892, 'MW0002552345'), (0.0008176280609950533, 'MW0001787432'), (0.0008107012565869477, 'MW0002484010'), (0.0007745333436604446, 'MW0001965056'), (0.000761579821181058, 'MW0001610447'), (0.0007555495111594663, 'MW0002561652'), (0.0007473506419742015, 'MW0002628656'), (0.0007473506419742015, 'MW0002088324'), (0.0007204299525957091, 'MW0001960596'), (0.0007081852045947056, 'MW0002562501')]"
MW0002049179,"[(0.023809523809523808, 'MW0000807310'), (0.017241379310344827, 'MW0002293921'), (0.0006881223206237141, 'MW0001950632'), (0.0006415602745877976, 'MW0002355523'), (0.0006406190942927245, 'MW0002336594'), (0.0006266606507244197, 'MW0002278411'), (0.0006219330924379154, 'MW0002038538'), (0.000621561985268981, 'MW0002615954'), (0.0006158811103104656, 'MW0002387701'), (0.0006090282345489536, 'MW0002558673')]"
MW0002290068,"[(0.008928571428571428, 'MW0000818771'), (0.0013102725366876309, 'MW0002104668'), (0.0012796887796887796, 'MW0002435552'), (0.0012619888944977284, 'MW0002427366'), (0.0012374552969273984, 'MW0000834629'), (0.0011977912728927855, 'MW0001960596'), (0.0011841746894501876, 'MW0002022516'), (0.0011694948951547826, 'MW0002484807'), (0.0011635754345954248, 'MW0002295212'), (0.0011357570388542482, 'MW0000807807')]"
MW0002603994,"[(0.0015155878207362727, 'MW0002288607'), (0.0014068655036578504, 'MW0002489788'), (0.0010473287879263938, 'MW0002485837'), (0.0010473287879263938, 'MW0002294097'), (0.001041569019571082, 'MW0002582576'), (0.001032204789430223, 'MW0002418731'), (0.0010226203624166565, 'MW0002061341'), (0.0010076683561906106, 'MW0002401710'), (0.0010039152695512498, 'MW0002503286'), (0.0010039152695512498, 'MW0002456525')]"
MW0001988460,"[(0.0008180561350119846, 'MW0002485837'), (0.0008180561350119846, 'MW0002294097'), (0.0008047253472389874, 'MW0001960596'), (0.0007975626485460433, 'MW0002490285'), (0.0007760239636199967, 'MW0000826859'), (0.0007735986260888402, 'MW0002628656'), (0.0007735986260888402, 'MW0002088324'), (0.0007664832216822774, 'MW0002123313'), (0.0007641404184432932, 'MW0002190231'), (0.0007623636322052893, 'MW0002110738')]"
MW0001779693,"[(0.0008116883116883117, 'MW0002115022'), (0.0006367277288558638, 'MW0000819367'), (0.0006253986916659371, 'MW0001784043'), (0.0006199743330626113, 'MW0001937651'), (0.0006188003935570504, 'MW0000823433'), (0.0005961465089660436, 'MW0001967845'), (0.0005804335838871637, 'MW0000824605'), (0.0005742374127159133, 'MW0002417749'), (0.000567946249566941, 'MW0002537855'), (0.0005671120386543564, 'MW0001792357')]"
MW0000830824,"[(0.0010560331171985554, 'MW0001313329'), (0.0010495271880018053, 'MW0002605243'), (0.0010278759970397172, 'MW0002398999'), (0.0010198774107352297, 'MW0001368971'), (0.0010034720131655527, 'MW0002406704'), (0.000997794873329941, 'MW0002581468'), (0.000994520193732534, 'MW0002431606'), (0.0009611595428725215, 'MW0002628656'), (0.0009611595428725215, 'MW0002088324'), (0.0009583960284068584, '0')]"
MW0001981526,"[(0.0006365980201801573, 'MW0000806468'), (0.0005959546597694847, 'MW0001666091'), (0.0005937783900292733, 'MW0000817355'), (0.0005808718887049462, 'MW0002382249'), (0.0005729247234205899, 'MW0002527254'), (0.0005729247234205899, 'MW0002498911'), (0.0005729247234205899, 'MW0002413337'), (0.0005660302599776985, 'MW0002083861'), (0.0005660302599776985, 'MW0002028048'), (0.0005648345317239315, 'MW0002034255')]"
MW0002038538,"[(0.0012416036552811611, 'MW0002183697'), (0.0011595412854674692, 'MW0000816466'), (0.001106133510314695, 'MW0001747196'), (0.0010950024090052998, 'MW0002556305'), (0.0010935535021050905, 'MW0000819818'), (0.0010663368131458002, 'MW0002094433'), (0.001062349279196014, 'MW0002558478'), (0.00103513239343312, 'MW0002016792'), (0.0010350145419543144, 'MW0002190231'), (0.0010328657894193229, 'MW0002485837')]"
MW0002476550,"[(0.00234192037470726, 'MW0002357910'), (0.00234192037470726, 'MW0001789771'), (0.0007734071679376323, 'MW0000830824'), (0.0007607455306200077, 'MW0002398999'), (0.0007483237547892721, 'MW0001313329'), (0.0007235732943568519, 'MW0002628656'), (0.0007235732943568519, 'MW0002088324'), (0.0007089232165264181, 'MW0000826859'), (0.0006983093929596447, 'MW0001960596'), (0.0006910706757980139, 'MW0001610447')]"
MW0002477322,"[(0.000917044183188746, 'MW0000811149'), (0.0008947344875408222, 'MW0001302677'), (0.0008904243762577244, 'MW0000820071'), (0.0008782947030046461, 'MW0001787432'), (0.0008762936284690274, 'MW0002552345'), (0.0008724480893386843, 'MW0001965056'), (0.0008714141308515459, 'MW0002484010'), (0.0008692628650904033, 'MW0001947974'), (0.0008268699664290793, 'MW0000803149'), (0.0008233569911242117, 'MW0001610447')]"
MW0002150203,"[(0.0007771758982210444, 'MW0002377963'), (0.0007070785634991904, 'MW0001960596'), (0.0007042451900053522, 'MW0002427366'), (0.0007009329417454632, 'MW0002022516'), (0.0006996578673028889, 'MW0001610447'), (0.0006876302199729073, 'MW0002628656'), (0.0006876302199729073, 'MW0002088324'), (0.0006760730970232501, 'MW0002484010'), (0.0006744361713607424, 'MW0001787432'), (0.0006729339246179417, 'MW0002232638')]"
MW0002431606,"[(0.038461538461538464, 'MW0001368971'), (0.020790020790020788, 'MW0002605243'), (0.013386880856760375, '0'), (0.005724098454493417, 'MW0001610447'), (0.005485463521667581, 'MW0002581468'), (0.005439808518740141, 'MW0001313329'), (0.005087505087505087, 'MW0002484010'), (0.005085176709890669, 'MW0001787432'), (0.005007511266900351, 'MW0002628656'), (0.005007511266900351, 'MW0002088324')]"
MW0001328315,"[(0.0011550278361708516, 'MW0002403649'), (0.0010433839026731497, 'MW0000823104'), (0.0009308473503430172, 'MW0000820068'), (0.0008945343948474819, 'MW0001302677'), (0.0008599561422367459, 'MW0000812653'), (0.0008442024397450508, 'MW0000822692'), (0.0008281779257455672, 'MW0000803149'), (0.0008244023083264633, 'MW0002095214'), (0.0007936633914824044, 'MW0001960393'), (0.0007896336889317045, 'MW0000800935')]"
MW0000819330,"[(0.0006653227147828054, 'MW0001792357'), (0.0006619667030748354, 'MW0000819818'), (0.000658323513340926, 'MW0002503286'), (0.000658323513340926, 'MW0002456525'), (0.000658323513340926, 'MW0002413767'), (0.0006450281232261726, 'MW0002176726'), (0.00063259909664849, 'MW0002590120'), (0.0006323910706380826, 'MW0000824605'), (0.0006307198405540244, 'MW0002354334'), (0.0006287054326436434, 'MW0001747196')]"
MW0002213045,"[(0.0020045302383386453, 'MW0002278411'), (0.0019684264399039406, 'MW0002102148'), (0.0018901090592927205, 'MW0002204054'), (0.0018702775491882997, 'MW0002387701'), (0.001865080105190518, 'MW0002558673'), (0.001817355747387551, 'MW0002123313'), (0.0018084163697849793, 'MW0002355523'), (0.0018048261050047823, 'MW0002564599'), (0.0017932716447887527, 'MW0002424876'), (0.001764695501791166, 'MW0002507769')]"
MW0002086191,"[(0.0007329390121447995, 'MW0002507769'), (0.0006887289507214435, 'MW0002278411'), (0.0006855842205935788, 'MW0002355523'), (0.0006846595188212903, 'MW0002336594'), (0.0006730109162370614, 'MW0002565325'), (0.0006690081953503931, 'MW0002314029'), (0.0006682928459250844, 'MW0002558673'), (0.000666586676265515, 'MW0002102148'), (0.0006609822195782934, 'MW0002448132'), (0.0006548960025148008, 'MW0002387701')]"
MW0002113893,"[(0.0009471311397776137, 'MW0002034255'), (0.0009471311397776137, 'MW0002022330'), (0.0009471311397776137, 'MW0001974960'), (0.0009252234414611129, 'MW0002527254'), (0.0009252234414611129, 'MW0002498911'), (0.0009252234414611129, 'MW0002413337'), (0.000918822070106124, 'MW0002069779'), (0.0009043063066321825, 'MW0002534574'), (0.0009043063066321825, 'MW0002534050'), (0.0009032852484486075, 'MW0002418731')]"
MW0002086194,"[(0.0008142062710166991, 'MW0000806459'), (0.0007977535260705852, 'MW0000818143'), (0.0007567044009927962, 'MW0002349066'), (0.0007474009133239159, 'MW0001974333'), (0.0007120884128973454, 'MW0002615954'), (0.0007092349482613105, 'MW0002507769'), (0.000707278604114947, 'MW0000814003'), (0.0007070635650144947, 'MW0002213045'), (0.0007068086880923941, 'MW0001968316'), (0.0006945360846222766, 'MW0002344537')]"
MW0002165205,"[(0.0009910802775024777, 'MW0000817072'), (0.0007107977282904604, 'MW0000824605'), (0.0006877484491272472, 'MW0000819818'), (0.000664769856675619, 'MW0001792357'), (0.0006487019474032461, 'MW0002052709'), (0.0006461743249093739, 'MW0002556305'), (0.0006337095455668848, 'MW0002602865'), (0.0006218673432583362, 'MW0002190231'), (0.000620894336201865, 'MW0000363579'), (0.0006151801862765604, 'MW0001784043')]"
MW0002581226,"[(0.0010129557034470882, 'MW0000800935'), (0.0009200478424878093, 'MW0002095214'), (0.0008170602173380178, 'MW0002431024'), (0.0007818363772829622, 'MW0000603352'), (0.0007475573563381651, 'MW0000826867'), (0.0007243804735999537, 'MW0000820068'), (0.0007129362278544183, 'MW0001965056'), (0.0007071885718326792, 'MW0000820071'), (0.0006979779578560909, 'MW0000824776'), (0.0006686860986846945, 'MW0000803149')]"
MW0000444789,"[(0.005092168245238823, 'MW0001747196'), (0.004648352159159578, 'MW0002556305'), (0.004402764936380046, 'MW0002020915'), (0.003879878947776829, 'MW0002052709'), (0.0038364152535870486, 'MW0002190231'), (0.0035233598759777333, 'MW0000819818'), (0.0035149384885764497, 'MW0002094433'), (0.0033631532925270735, 'MW0000363579'), (0.0031699740062131492, 'MW0001954813'), (0.0031296945418127185, 'MW0002491083')]"
MW0000814197,"[(0.0008333819472802581, 'MW0002427366'), (0.0008129420372327452, 'MW0000807807'), (0.0007951148145792253, 'MW0002022516'), (0.0007857434704717605, 'MW0001960596'), (0.0007735627204653753, 'MW0000834629'), (0.0007712716727340038, 'MW0002377963'), (0.0007154713525270448, 'MW0001610447'), (0.0007149547076192724, 'MW0002435552'), (0.0007122862250966929, 'MW0002262175'), (0.0007101869211976593, 'MW0002484807')]"
MW0002212927,"[(0.0006349448232948558, 'MW0002427366'), (0.0006119913586820154, 'MW0002022516'), (0.0006081948169637699, 'MW0001960596'), (0.0006026964639798459, 'MW0001610447'), (0.0005979395004813414, 'MW0002484807'), (0.0005937501855469331, 'MW0002628656'), (0.0005937501855469331, 'MW0002088324'), (0.0005890044646538422, 'MW0002262175'), (0.0005885919115699513, 'MW0002377963'), (0.0005873749625548461, 'MW0000834629')]"
MW0002222487,"[(0.0007686572326802309, 'MW0001368971'), (0.0007598957423041559, 'MW0002431606'), (0.0007458512026850643, 'MW0002605243'), (0.0007239976252877891, 'MW0002406704'), (0.0007111616826085412, '0'), (0.00069864114297691, 'MW0002581468'), (0.0006764892911745206, 'MW0002390979'), (0.0006639444942402816, 'MW0001610447'), (0.000659944036745684, 'MW0001313329'), (0.0006531038761715052, 'MW0002628656')]"
MW0002562501,"[(1.0, 'MW0002346806'), (0.013333333333333334, 'MW0002628656'), (0.013333333333333334, 'MW0002088324'), (0.01, 'MW0001610447'), (0.009966115208291807, 'MW0002190231'), (0.008, 'MW0001960596'), (0.007407407407407408, 'MW0002631541'), (0.006965728615213151, 'MW0000826859'), (0.0066728947017216066, 'MW0002484010'), (0.006516780710329098, 'MW0001787432')]"
MW0000827061,"[(0.005649717514124294, 'MW0002287703'), (0.000948388687619734, 'MW0002605130'), (0.0009396818237344834, 'MW0002357960'), (0.0009225858235462355, 'MW0002138220'), (0.0009186448151686632, 'MW0000817183'), (0.0009034566250474314, 'MW0002418731'), (0.0008923233422863108, 'MW0002582576'), (0.0008909320931558596, 'MW0002190231'), (0.0008900281248887465, 'MW0002490285'), (0.000886532682027323, 'MW0002485837')]"
MW0000826160,"[(0.000713679087061712, 'MW0000824605'), (0.0007092852532502997, 'MW0002557264'), (0.0006650616512150675, 'MW0001961566'), (0.0006541591438365125, 'MW0002296442'), (0.0006439647622482098, 'MW0001379979'), (0.0006274746029654451, 'MW0001512620'), (0.0006240600096105242, 'MW0002114042'), (0.0006211643103833825, 'MW0002059085'), (0.0006211643103833825, 'MW0002031815'), (0.000608887319312688, 'MW0001792357')]"
MW0002033200,"[(0.0012382367508667657, 'MW0002503286'), (0.0012382367508667657, 'MW0002456525'), (0.0012382367508667657, 'MW0002413767'), (0.00120721917064043, 'MW0002010832'), (0.0011579300841815172, 'MW0002590120'), (0.0011320541121865627, 'MW0000823569'), (0.001098852797679223, 'MW0000819818'), (0.001094582909182456, 'MW0001960072'), (0.0010825556974906358, 'MW0001747196'), (0.0010824736688280056, 'MW0002556305')]"
MW0000827066,"[(0.0008794688008442899, 'MW0002052709'), (0.000865171650055371, 'MW0002556305'), (0.0008385111396204898, 'MW0000363579'), (0.0008297928836962295, 'MW0002602865'), (0.0008222669900916829, 'MW0002094433'), (0.0008105764008786648, 'MW0002115022'), (0.0008057693082470488, 'MW0000819818'), (0.0008007366777435241, 'MW0002628656'), (0.0008007366777435241, 'MW0002088324'), (0.0007999680012799486, 'MW0001747196')]"
MW0002210786,"[(0.0005435727952687423, 'MW0002110484'), (0.0005430414666463932, 'MW0000813151'), (0.0005382102356822622, 'MW0002427099'), (0.000498467213319044, 'MW0002577863'), (0.0004887967778516404, 'MW0002359461'), (0.0004806906563350221, 'MW0001782286'), (0.0004683533632455014, 'MW0001762399'), (0.0004675803186092291, 'MW0001934859'), (0.0004661982927818518, 'MW0001989957'), (0.00045866299736268764, 'MW0002357910')]"
MW0002491054,"[(0.011111111111111112, 'MW0002139749'), (0.0008798789286594164, 'MW0002413078'), (0.0008665511265164644, 'MW0000826613'), (0.0008347663488989432, 'MW0002102148'), (0.0008230452674897119, 'MW0002615954'), (0.0008181699175284724, 'MW0002387701'), (0.0008105895417737321, 'MW0002278411'), (0.0007934618741569467, 'MW0002336594'), (0.000791295746785361, 'MW0002355523'), (0.0007832570963092926, 'MW0002448132')]"
MW0001976111,"[(0.01639344262295082, 'MW0002525967'), (0.0005421846789453424, 'MW0002016792'), (0.0005305884225606198, 'MW0002503286'), (0.0005305884225606198, 'MW0002456525'), (0.0005305884225606198, 'MW0002413767'), (0.0005233875737322244, 'MW0002462363'), (0.0005139274334463973, 'MW0000817183'), (0.0005129178356919005, 'MW0001333743'), (0.0005111977875359756, 'MW0002038538'), (0.0005103004138536357, 'MW0002615954')]"
MW0002140303,"[(0.001440922190201729, 'MW0001953963'), (0.0007709803014532979, 'MW0002244670'), (0.0007173601147776184, 'MW0002557459'), (0.0007051390534213347, 'MW0001329997'), (0.0006906697424492531, 'MW0000556353'), (0.0006835877419046122, 'MW0002334053'), (0.0006721017293177496, 'MW0001950645'), (0.0006468096115908283, 'MW0002607200'), (0.0006188808159324677, 'MW0002382249'), (0.0006165988407941793, 'MW0002104668')]"
MW0002541385,"[(0.0005296245491571025, 'MW0002581468'), (0.0005208224828649403, 'MW0002390979'), (0.0005159452891615373, 'MW0001760872'), (0.0005124184614123278, 'MW0002605243'), (0.000512156023210911, 'MW0001610447'), (0.0005094113751560071, 'MW0002484780'), (0.0005057810777183203, 'MW0002427366'), (0.0005056813297396247, 'MW0002628656'), (0.0005056813297396247, 'MW0002088324'), (0.0005037681860315157, 'MW0002406704')]"
MW0002011374,"[(0.000748088633541302, 'MW0002565325'), (0.0007361330928631897, 'MW0002578650'), (0.0007130938288860049, 'MW0002336594'), (0.0007025086584192152, 'MW0002355523'), (0.0006989487810333258, 'MW0001935991'), (0.0006924248719013988, 'MW0002213045'), (0.0006899168650177656, 'MW0002278411'), (0.0006825006825006825, 'MW0002448132'), (0.0006810133478616182, 'MW0002315554'), (0.0006780580417683755, 'MW0002231494')]"
MW0002607521,"[(0.0007157888709146351, 'MW0000823776'), (0.0006501823761565118, 'MW0000790149'), (0.0006378974898733773, 'MW0000799270'), (0.0006342722677136387, 'MW0002074779'), (0.0006237836219372225, 'MW0002519388'), (0.0005953692182206796, 'MW0002605243'), (0.0005866685440060075, 'MW0002406704'), (0.000579317216728364, 'MW0001368971'), (0.0005760766873286173, 'MW0000819986'), (0.0005743264586456233, 'MW0002431606')]"
MW0002546899,"[(0.058823529411764705, 'MW0002014292'), (0.0006406478230786972, 'MW0002605243'), (0.0006401065137238836, 'MW0001368971'), (0.0006340189191245466, 'MW0002431606'), (0.0006225409631953782, '0'), (0.0006214383812773044, 'MW0002406704'), (0.0005984010723347216, 'MW0002581468'), (0.0005954401195643759, 'MW0001313329'), (0.0005861080666053207, 'MW0002390979'), (0.0005860565427352431, 'MW0001610447')]"
MW0002241043,"[(0.0006329113924050633, 'MW0001791113'), (0.000611998849442163, 'MW0002427099'), (0.0005864277169196125, 'MW0002110484'), (0.0005614823133071309, 'MW0002439379'), (0.0005517972034917727, 'MW0000813151'), (0.0005392667051343583, 'MW0001313329'), (0.0005335866091104578, 'MW0002329610'), (0.000531070265906882, 'MW0001989957'), (0.0005263157894736842, 'MW0002049029'), (0.0005236561673605111, 'MW0002398999')]"
MW0002489790,"[(0.002631578947368421, 'MW0000818827'), (0.0008744927941793758, 'MW0002628656'), (0.0008744927941793758, 'MW0002088324'), (0.0008665736544277581, 'MW0002349066'), (0.0008661608287426808, 'MW0002202456'), (0.0008657783780507866, 'MW0002527254'), (0.0008657783780507866, 'MW0002498911'), (0.0008657783780507866, 'MW0002413337'), (0.0008650743531406524, 'MW0000818143'), (0.000855783384109814, 'MW0001610447')]"
MW0002550402,"[(0.023809523809523808, 'MW0002022676'), (0.017241379310344827, 'MW0002378792'), (0.0007798547910379088, 'MW0002187052'), (0.0007429420505200594, 'MW0002115457'), (0.0007189124292769899, 'MW0002080092'), (0.0007070635650144947, 'MW0002489790'), (0.0006921373200442968, 'MW0000822019'), (0.0006872852233676976, 'MW0000800790'), (0.0006769105801123672, 'MW0000814057'), (0.0006660893891960301, 'MW0000818827')]"
MW0001934859,"[(0.0008113721926522134, 'MW0002398999'), (0.0007938776158267442, 'MW0001336836'), (0.0007865778358097425, 'MW0002190231'), (0.0007791195948578107, 'MW0002120352'), (0.0007774236181295188, 'MW0002055680'), (0.0007765361827034331, 'MW0002110484'), (0.0007661250162801566, 'MW0002562501'), (0.0007661250162801566, 'MW0002346806'), (0.0007651519209138974, 'MW0002052709'), (0.0007500750075007499, 'MW0002020915')]"
MW0002110221,"[(0.0012525363861820185, 'MW0000819818'), (0.001228667264618069, 'MW0002590120'), (0.0012103899876540225, 'MW0002503286'), (0.0012103899876540225, 'MW0002456525'), (0.0012103899876540225, 'MW0002413767'), (0.0011819073621009584, 'MW0002413078'), (0.0011352928487903455, 'MW0002615954'), (0.0011346101479531635, 'MW0001747196'), (0.0011331444759206798, 'MW0001954813'), (0.0011286044805597878, 'MW0002485837')]"
MW0002506639,"[(0.0008641697920807481, 'MW0002563622'), (0.0008641697920807481, 'MW0002055042'), (0.0008605037388887455, 'MW0002401622'), (0.0008349336227769892, 'MW0002104668'), (0.0008157006052498491, 'MW0002590120'), (0.0008116949001209426, 'MW0002628656'), (0.0008116949001209426, 'MW0002088324'), (0.0008113985265002758, 'MW0002357960'), (0.0008042917005139425, 'MW0002490285'), (0.0008009996475601552, 'MW0002295212')]"
MW0002469858,"[(0.001154108047595416, 'MW0002191517'), (0.0009782438566285803, 'MW0002213045'), (0.0009099346666909316, 'MW0002401710'), (0.000900657479960371, 'MW0002191512'), (0.0008895372627159353, 'MW0002102148'), (0.0008838528915247348, 'MW0002409811'), (0.0008702765738951839, 'MW0002336594'), (0.0008649695963186894, 'MW0002278411'), (0.0008644686111447292, 'MW0002387701'), (0.0008634460130380349, 'MW0002507769')]"
MW0002382213,"[(0.0007371532615346057, 'MW0000800935'), (0.0007090891041368259, 'MW0002095214'), (0.0006784582714240161, 'MW0001965056'), (0.0006599527473832873, 'MW0002431024'), (0.0006367236746596711, 'MW0001787432'), (0.0006355178199196705, 'MW0000801426'), (0.0006335529650278764, 'MW0002552345'), (0.0006335248690187333, 'MW0002484010'), (0.0006236708016040813, 'MW0000820071'), (0.0006181692300084071, 'MW0000603352')]"
MW0001974333,"[(0.0014973646382367032, 'MW0002503286'), (0.0014973646382367032, 'MW0002456525'), (0.0014973646382367032, 'MW0002413767'), (0.0014249276849199904, 'MW0002615954'), (0.0013593051232210095, 'MW0002413078'), (0.001342299896642908, 'MW0002110738'), (0.001295320008808176, 'MW0002131963'), (0.0012918728280388078, 'MW0002104668'), (0.0012886265817891292, 'MW0002418731'), (0.0012871835137535559, 'MW0002590120')]"
MW0002080056,"[(0.002844464671748777, 'MW0002183697'), (0.002447620912473076, 'MW0000816466'), (0.0012007829104576184, 'MW0002615954'), (0.0011260120032879552, 'MW0002413078'), (0.0011255304062039236, 'MW0002387701'), (0.0010623718513954254, 'MW0002485837'), (0.0010623718513954254, 'MW0002294097'), (0.001062236432585165, 'MW0002110738'), (0.001055620652162439, 'MW0002357960'), (0.0010455657556303717, 'MW0002123313')]"
MW0002477358,"[(0.0006285671183969023, 'MW0002382249'), (0.0006276518289774297, 'MW0000823569'), (0.0006250468785158886, 'MW0002348295'), (0.0006209444565183645, 'MW0002244670'), (0.000609934615009271, 'MW0002083861'), (0.000609934615009271, 'MW0002028048'), (0.0006030490158240062, 'MW0002010832'), (0.0005793339976363172, 'MW0001695064'), (0.0005793339976363172, 'MW0001258696'), (0.0005781349366942245, 'MW0002563308')]"
MW0001977907,"[(0.000634811810038914, 'MW0001368971'), (0.0006288240361699586, 'MW0002431606'), (0.0006272069845769803, 'MW0002605243'), (0.0006224440889597092, '0'), (0.0006058513119710161, 'MW0001610447'), (0.0005968118311977416, 'MW0002628656'), (0.0005968118311977416, 'MW0002088324'), (0.0005880865428156409, 'MW0002484010'), (0.0005868475722115938, 'MW0001787432'), (0.0005859672561497264, 'MW0001313329')]"
MW0002295879,"[(0.004032258064516129, 'MW0002484696'), (0.0033984706881903144, 'MW0002581468'), (0.0031680658957706324, 'MW0001610447'), (0.0029355643622486424, 'MW0002628656'), (0.0029355643622486424, 'MW0002088324'), (0.002848597065945022, 'MW0002282345'), (0.0028009635314548208, 'MW0002390979'), (0.0027750797835437773, 'MW0002484010'), (0.0027092928745597396, 'MW0001787432'), (0.002639845833003352, 'MW0001757762')]"
MW0002563731,"[(0.000521847130101708, 'MW0001368971'), (0.0005177939904829464, 'MW0002431606'), (0.000516697065677364, 'MW0002605243'), (0.0005134603634272452, '0'), (0.0005134577270253341, 'MW0001313329'), (0.0005084995703178631, 'MW0002628656'), (0.0005084995703178631, 'MW0002088324'), (0.0005021164207133066, 'MW0001610447'), (0.0004987605799588023, 'MW0002562501'), (0.0004987605799588023, 'MW0002346806')]"
MW0000825256,"[(0.001628929793125916, 'MW0002401622'), (0.0016221389524226648, 'MW0002615954'), (0.0015753737574239486, 'MW0002104668'), (0.0015437816475237743, 'MW0002503286'), (0.0015437816475237743, 'MW0002456525'), (0.0015437816475237743, 'MW0002413767'), (0.001541948714785746, 'MW0002357960'), (0.001519918532366665, 'MW0002413078'), (0.0015196875522392593, 'MW0002485837'), (0.0015196875522392593, 'MW0002294097')]"
MW0002004361,"[(0.0008585533376261, 'MW0002628656'), (0.0008585533376261, 'MW0002088324'), (0.0008405127127547804, 'MW0001610447'), (0.0008232146532208273, 'MW0001960596'), (0.0008108261507650145, 'MW0000826859'), (0.0008080089850599138, 'MW0001757762'), (0.0008072653884964682, 'MW0002562501'), (0.0008072653884964682, 'MW0002346806'), (0.0008067053347423786, 'MW0002484010'), (0.0008043758043758045, 'MW0001787432')]"
MW0002135929,"[(0.0015461207829555645, 'MW0002615954'), (0.0014979926897956736, 'MW0002413078'), (0.0014035875698284815, 'MW0002110738'), (0.0013890046392754953, 'MW0002485837'), (0.0013890046392754953, 'MW0002294097'), (0.001387732445184568, 'MW0002131963'), (0.0013850799191113326, 'MW0002387701'), (0.001384063888389088, 'MW0002503286'), (0.001384063888389088, 'MW0002456525'), (0.001384063888389088, 'MW0002413767')]"
